Values at minimum B
    362  6.0000000000E+01 -2  0 22
      20      25
x y z rho ux uy uz bxSM bySM bzSM p rCurve xZ0 yZ0 zZ0 rhoZ0 uxZ0 uyZ0 uzZ0 bxSMZ0 bySMZ0 bzSMZ0 pZ0 rCurveZ0
 -1.4295087879E+08 -1.7232668624E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -7.1475439397E+07 -8.6163343121E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -1.4964554805E+08 -1.8039708202E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -7.4822774024E+07 -9.0198541008E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -9.4129753391E+06 -1.6614836013E+07  3.9168954667E+06  1.5918173618E-20  5.8264158705E+03 -3.5011573045E+02 -2.7268927994E+03 -1.6776726689E-07 -2.8551309137E-07  1.0473415488E-06  1.3925055365E-10  1.3520508288E+07 -7.9361536349E+06 -1.6570530076E+07  5.3427478401E+06  1.6057420441E-20  5.0419256567E+03 -2.2145703122E+02 -3.5470754407E+03  6.0105534367E-09  2.0425324600E-09  1.1455642510E-06  1.3658133082E-10  1.2481754923E+07
 -1.1326738121E+07 -2.1674931100E+07  5.4571531443E+06  1.5213228500E-20  8.8677854087E+03 -4.3815351621E+02 -5.7460046300E+03 -4.8129994694E-08 -9.3113415797E-08  4.9639023650E-07  1.6360750183E-10  1.3221996072E+07 -1.0303076649E+07 -2.1512617993E+07  6.9361989503E+06  1.5275913514E-20  8.2179321766E+03 -5.5516713328E+02 -6.8647124652E+03  7.8056572662E-09  2.6147871374E-09  5.1846826335E-07  1.6461391033E-10  1.2850203257E+07
 -1.3621218184E+07 -2.6529414076E+07  7.0908538076E+06  1.4202073702E-20  9.7190276979E+03 -1.5633134432E+01 -1.0518940641E+04 -1.6169190451E-08 -3.7956161783E-08  2.6838060755E-07  1.6462403003E-10  1.3911990860E+07 -1.2669999663E+07 -2.6454705911E+07  8.5296500605E+06  1.4156946508E-20  7.9543871961E+03 -4.4541147125E+02 -1.1934334027E+04  8.4828760219E-09  3.1166830527E-09  2.7450445219E-07  1.6554719436E-10  1.4574375156E+07
 -1.5757908325E+07 -3.1372796714E+07  9.0826416586E+06  1.3051073998E-20  6.5199304140E+03  8.2777956750E+02 -1.6306431302E+04 -3.5486430477E-10 -1.1587104545E-08  1.5896456908E-07  1.6768913567E-10  1.5340116577E+07 -1.5036922677E+07 -3.1396793828E+07  1.0123101171E+07  1.3005317525E-20  4.6558202867E+03  3.3282876942E+02 -1.7425678480E+04  9.3499402399E-09  3.8237741216E-09  1.6012228159E-07  1.6837252649E-10  1.5895284915E+07
 -1.8465187430E+07 -3.6221046629E+07  1.0275928278E+07  1.1725792213E-20 -1.3782308622E+04  1.5813050937E+03 -1.9521877676E+04  2.2967850893E-09 -7.1703166999E-09  9.8999784029E-08  1.7620576820E-10  1.6710472059E+07 -1.7403845691E+07 -3.6338881746E+07  1.1716552281E+07  1.1651622122E-20 -1.7315620595E+04 -7.9343333290E+01 -2.1130536477E+04  1.0565598151E-08  5.0999666092E-09  9.9971227566E-08  1.7631616811E-10  1.7877146504E+07
 -2.2255485591E+07 -4.1005859610E+07  1.0197484816E+07  1.0389243602E-20 -4.4194299544E+04  3.9650882259E+03 -1.7249346444E+04 -4.6998702341E-10 -9.9361656061E-09  6.2471129945E-08  1.8395593414E-10  1.7511380755E+07 -1.9770768705E+07 -4.1280969663E+07  1.3310003391E+07  1.0322315097E-20 -5.0261592693E+04 -1.3240503409E+03 -2.4765382654E+04  1.1913770980E-08  6.4569368307E-09  6.5547189855E-08  1.8178264832E-10  2.0346907016E+07
 -2.6846557026E+07 -4.6022367651E+07  9.7388079665E+06  9.1907927741E-21 -9.3386918017E+04  6.1346518694E+03 -1.0270178424E+04 -2.0901239888E-09 -9.9709265737E-09  3.8592273559E-08  1.8195534773E-10  1.7576622779E+07 -2.2137691718E+07 -4.6223057580E+07  1.4903454501E+07  9.1977371770E-21 -1.0214959067E+05 -6.0100108667E+03 -2.5085300190E+04  1.3024494216E-08  7.5869769314E-09  4.5059459757E-08  1.7608033013E-10  2.4390935873E+07
 -3.1493973306E+07 -5.1160355425E+07  9.7151839995E+06  8.4357799012E-21 -1.7201619446E+05  3.6467974125E+03 -2.2372996285E+03 -1.0976883683E-09 -7.4122323306E-09  2.5359307440E-08  1.5761853605E-10  1.7841369042E+07 -2.4504614732E+07 -5.1165145498E+07  1.6496905612E+07  8.5328168402E-21 -1.7252673063E+05 -1.5147318593E+04 -2.1363418848E+04  1.3528732319E-08  8.3772287457E-09  3.2591449173E-08  1.5330256272E-10  3.1207994942E+07
 -3.8372138984E+07 -5.6813246808E+07  9.2399560598E+06  8.0040228908E-21 -2.7029710914E+05 -3.5192773337E+03  5.1448327827E+03 -6.0598900025E-10 -6.5493272764E-09  1.6957772110E-08  1.1875106747E-10  1.6702426456E+07 -2.6871537746E+07 -5.6107233415E+07  1.8090356722E+07  8.0592702413E-21 -2.4659622848E+05 -2.4991696355E+04 -1.7083780982E+04  1.3760794367E-08  9.0773201847E-09  2.4653900649E-08  1.2618308042E-10  3.7859087457E+07
 -4.3877355905E+07 -6.2726397045E+07  1.0565385846E+07  8.0434216881E-21 -3.3598572511E+05 -6.9736997886E+03  5.1110360405E+03  1.5387821823E-09 -4.4958473086E-09  1.2187998200E-08  7.0449483207E-11  1.8420931555E+07 -2.9238460760E+07 -6.1049321333E+07  1.9683807832E+07  8.0130417916E-21 -3.0303314140E+05 -2.6854998228E+04 -1.2149534060E+04  1.2727942296E-08  8.8747012107E-09  1.8325926985E-08  9.3908889467E-11  5.1793745322E+07
 -5.2808745378E+07 -6.8688226113E+07  1.2103371403E+07  8.2528316397E-21 -3.8305044006E+05 -6.6045309752E+03  2.2527940830E+03  2.6656928494E-09 -3.8545492717E-09  7.6515207477E-09  2.7795827754E-11  2.0412208148E+07 -3.1605383774E+07 -6.5991409250E+07  2.1277258942E+07  8.1507573986E-21 -3.4523936913E+05 -2.4637744239E+04 -6.3394650146E+03  1.1084786521E-08  8.2435963501E-09  1.3255372489E-08  6.3582302222E-11  6.4405667579E+07
 -7.1398685706E+07 -7.0525201078E+07  1.7713608412E+07  8.3508459158E-21 -3.9858459428E+05 -2.0276273855E+03  3.8349423947E+02  2.5930326779E-09 -3.3637265654E-09  2.7608987492E-09  1.0487848408E-11  3.1338918077E+07 -3.3972306788E+07 -7.0933497167E+07  2.2870710052E+07  8.3352055503E-21 -3.7504207925E+05 -2.0994369204E+04 -1.7330201038E+03  9.4164081587E-09  7.2926320406E-09  9.2728825378E-09  3.8541318905E-11  6.4732410314E+07
 -7.2678459604E+07 -1.5175117017E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -3.6339229802E+07 -7.5875585085E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -7.7412305632E+07 -1.6163534600E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -3.8706152816E+07 -8.0817673002E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -8.2146151660E+07 -1.7151952184E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -4.1073075830E+07 -8.5759760920E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -8.6879997688E+07 -1.8140369767E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -4.3439998844E+07 -9.0701848837E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -9.1613843715E+07 -1.9128787351E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -4.5806921858E+07 -9.5643936755E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -9.6347689743E+07 -2.0117204934E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -4.8173844872E+07 -1.0058602467E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -1.0108153577E+08 -2.1105622518E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -5.0540767886E+07 -1.0552811259E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -1.0581538180E+08 -2.2094040101E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -5.2907690899E+07 -1.1047020051E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.1992513973E+06 -1.8480184172E+07  2.6522790868E+06  1.6150281480E-20  4.0282065771E+03 -3.9531311273E+00 -3.8124535999E+03 -3.0870765360E-10 -2.2965753657E-08  1.1442087311E-06  1.6035272841E-10  1.2347904813E+07 -4.1080554112E+06 -1.8482024760E+07  2.7656097884E+06  1.6150592678E-20  4.0311230913E+03 -6.3135940362E+00 -3.8236201344E+03  6.6297048811E-09  2.5286424069E-09  1.1448094519E-06  1.6049035235E-10  1.2341749328E+07
 -5.4903078428E+06 -2.3990821568E+07  3.3871748747E+06  1.5460526753E-20  4.8477648238E+03 -1.6276100352E+02 -8.4232060183E+03  2.8775184356E-09 -1.2707660860E-08  5.1844716708E-07  1.6812048594E-10  1.2891803913E+07 -5.3332649197E+06 -2.3994207583E+07  3.5904407779E+06  1.5460422914E-20  4.8459899791E+03 -1.9619246120E+02 -8.4631472265E+03  7.2915635097E-09  3.1632460262E-09  5.1884995015E-07  1.6830949207E-10  1.2884195064E+07
 -7.0013812571E+06 -2.9498077377E+07  3.8418136415E+06  1.4649778715E-20  5.9000800332E+03 -2.3635086986E+02 -1.3791190291E+04  1.9684871886E-09 -1.5832605981E-08  2.7418832354E-07  1.6755476212E-10  1.3799935173E+07 -6.5584744283E+06 -2.9506390407E+07  4.4152717674E+06  1.4680734524E-20  5.8659089874E+03 -4.2382994663E+02 -1.4256847550E+04  7.6725467586E-09  3.7319289639E-09  2.7527526445E-07  1.6782940967E-10  1.3640021790E+07
 -8.7213599526E+06 -3.5015494661E+07  3.9822136278E+06  1.3480645936E-20 -3.2806003004E+03 -5.9725057094E+02 -1.6607777226E+04  1.5408607470E-09 -1.6480266888E-08  1.5918313702E-07  1.7444144893E-10  1.5083817680E+07 -7.7836839369E+06 -3.5018573230E+07  5.2401027570E+06  1.3554033298E-20 -3.1977719469E+03 -1.4236661805E+03 -1.8081013873E+04  8.2494346082E-09  4.7056906375E-09  1.6136180087E-07  1.7458772718E-10  1.4791146004E+07
 -1.0634589018E+07 -4.0525954152E+07  3.9039353004E+06  1.2164464378E-20 -2.3537280006E+04 -4.9996426376E+02 -1.8022960783E+04  1.7399357553E-09 -1.4242878368E-08  9.8116854321E-08  1.8638697520E-10  1.6038882950E+07 -9.0088934455E+06 -4.0530756053E+07  6.0649337465E+06  1.2255572663E-20 -2.3486233651E+04 -2.8789475952E+03 -2.1046263589E+04  9.0487156163E-09  6.0498744164E-09  1.0123195570E-07  1.8621235558E-10  1.5847179185E+07
 -1.3081430862E+07 -4.6018231082E+07  3.3489534773E+06  1.0920297099E-20 -5.6106126984E+04 -9.8102628082E+01 -1.7157715977E+04  1.2565815211E-09 -1.2935222945E-08  6.2117246936E-08  1.9267584281E-10  1.6888866041E+07 -1.0234102954E+07 -4.6042938876E+07  6.8897647360E+06  1.1001687398E-20 -5.7091842217E+04 -6.0198038394E+03 -2.2369602162E+04  9.8107240864E-09  7.3605841375E-09  6.6681284692E-08  1.9160046086E-10  1.8024958204E+07
 -1.5821867217E+07 -5.1525963210E+07  2.6924251348E+06  9.8944085608E-21 -1.1994486603E+05 -3.8345600492E+03 -1.1690302543E+04  1.5755887948E-09 -1.0078532608E-08  4.0770936305E-08  1.8118093688E-10  1.7744545357E+07 -1.1459312463E+07 -5.1555121700E+07  7.7145957255E+06  9.9712240216E-21 -1.1994513223E+05 -1.5200059865E+04 -1.7786364009E+04  1.0336301904E-08  8.4994216833E-09  4.5969605936E-08  1.7892105080E-10  2.3012399913E+07
 -2.0188162363E+07 -5.7377895062E+07  1.4173106378E+06  8.8641502901E-21 -2.0281044052E+05 -5.3361164389E+03 -4.0074290205E+03  1.3671267844E-09 -8.4049552885E-09  2.6054298403E-08  1.6722695808E-10  1.6726236627E+07 -1.2684521971E+07 -5.7067304523E+07  8.5394267150E+06  9.0221441873E-21 -1.9478163779E+05 -2.5873846039E+04 -1.2607586559E+04  1.0838310407E-08  9.6068103268E-09  3.2917401506E-08  1.6487367585E-10  2.8696067267E+07
 -2.3906933449E+07 -6.3290414798E+07  1.0620899893E+06  8.5643940714E-21 -2.7555052887E+05 -9.6896653491E+03  1.0714757802E+03  2.3123277352E-09 -6.2284246133E-09  1.7659503616E-08  1.1512419343E-10  1.8665529643E+07 -1.3909731480E+07 -6.2579487346E+07  9.3642577046E+06  8.7570304640E-21 -2.5827569385E+05 -2.7737024218E+04 -8.0200329971E+03  9.9291857995E-09  9.2234187384E-09  2.3273581336E-08  1.2566839939E-10  4.1001846390E+07
 -2.9499475190E+07 -7.0541867456E+07  1.6841499506E+06  8.3535745959E-21 -3.6063068604E+05 -1.2328164671E+04  2.3649328561E+03  4.2309444363E-09 -3.9459621417E-09  1.2085462558E-08  5.3033842315E-11  1.9340601627E+07 -1.5134940988E+07 -6.8091670169E+07  1.0189088694E+07  8.5869989790E-21 -3.2056995662E+05 -2.9174966034E+04 -3.4833021192E+03  8.8747590535E-09  8.7686444644E-09  1.6444924965E-08  8.5902850515E-11  5.5379929057E+07
 -3.4732444563E+07 -7.6776927634E+07  3.5066697475E+06  8.3582935835E-21 -3.8286639925E+05 -7.5550361552E+03  1.9045496288E+03  4.6953588861E-09 -2.8828635958E-09  7.7740919122E-09  2.8740386507E-11  2.2874891508E+07 -1.6360150497E+07 -7.3603852992E+07  1.1013919684E+07  8.5254706401E-21 -3.5760532325E+05 -2.4028062748E+04 -1.1879482495E+03  7.8702204867E-09  7.7554627276E-09  1.1234224839E-08  5.6210404434E-11  5.6168036963E+07
 -5.3048090640E+07 -8.1887840665E+07  1.1121038917E+07  8.3827129179E-21 -3.9855003356E+05 -2.5479776469E+03  4.7490264961E+02  4.3049998694E-09 -2.5814052243E-09  2.8590930590E-09  1.0235044368E-11  3.5339900088E+07 -1.7585360006E+07 -7.9116035816E+07  1.1838750673E+07  8.5237476681E-21 -3.7895887532E+05 -1.5093463452E+04 -2.2242451754E+02  6.8743202757E-09  6.4132248067E-09  7.0872593511E-09  3.3086783873E-11  4.6560343756E+07
 -3.7621139028E+07 -1.6925643728E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -1.8810569514E+07 -8.4628218639E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.0071558046E+07 -1.8028080292E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.0035779023E+07 -9.0140401462E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.2521977063E+07 -1.9130516857E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.1260988531E+07 -9.5652584285E+07  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.4972396080E+07 -2.0232953422E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.2486198040E+07 -1.0116476711E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.7422815097E+07 -2.1335389986E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.3711407549E+07 -1.0667694993E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -4.9873234114E+07 -2.2437826551E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.4936617057E+07 -1.1218913275E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -5.2323653132E+07 -2.3540263116E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.6161826566E+07 -1.1770131558E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -5.4774072149E+07 -2.4642699680E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.7387036074E+07 -1.2321349840E+08  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
 -2.6427125285E+04 -1.9134009631E+07 -3.8411757245E+04  1.6165324491E-20  3.9655162066E+03  1.4665862279E+02 -3.6561364195E+03  6.3748149781E-09 -5.8205971140E-09  1.1443871864E-06  1.7313576351E-10  1.2574670763E+07 -2.9156955440E-09 -1.9134000000E+07  1.9628937123E-09  1.6165502209E-20  3.9641928280E+03  1.4563813295E+02 -3.6564454346E+03  6.3990508148E-09  2.6815539516E-09  1.1444345630E-06  1.7317105989E-10  1.2574761464E+07
 -6.4734657105E+04 -2.4840442389E+07 -9.3166379530E+04  1.5447539117E-20  3.9603288067E+03  2.8460825601E+01 -8.1046133781E+03  6.3435358859E-09 -4.0211130369E-09  5.1892035174E-07  1.7403700652E-10  1.3566244770E+07 -3.7852889518E-09 -2.4840631579E+07  2.5483181528E-09  1.5447833707E-20  3.9501475534E+03  1.0523551749E+01 -8.1052061881E+03  6.4072537857E-09  3.2566604713E-09  5.1899346496E-07  1.7411190658E-10  1.3570107401E+07
 -1.9135028202E+05 -3.0545926492E+07 -2.6850818396E+05  1.4729720528E-20  3.9859084107E+03 -3.6210253835E+01 -1.2982971609E+04  6.2171721588E-09 -5.4191085098E-09  2.7543672524E-07  1.7486681345E-10  1.4544135728E+07 -4.6548823597E-09 -3.0547263158E+07  3.1337425933E-09  1.4730165205E-20  3.9347336789E+03 -1.3775686673E+02 -1.2987463161E+04  6.4154567567E-09  3.8317669910E-09  2.7565167443E-07  1.7505275328E-10  1.4565453338E+07
 -5.0976742577E+05 -3.6246703678E+07 -6.9138128927E+05  1.3687574418E-20 -9.7581826338E+03 -2.2403026087E+03 -1.5778652124E+04  6.0699580040E-09 -6.9643231738E-09  1.6150972094E-07  1.8547422159E-10  1.5720159212E+07 -5.5244757675E-09 -3.6253894737E+07  3.7191670338E-09  1.3683449533E-20 -9.9518760323E+03 -2.8207336462E+03 -1.5740182750E+04  6.6197625269E-09  5.0066630956E-09  1.6208978096E-07  1.8569936279E-10  1.5884008064E+07
 -1.1062086683E+06 -4.1938160738E+07 -1.4345352415E+06  1.2556489647E-20 -3.0435983912E+04 -4.7209758162E+03 -1.8263653373E+04  5.6697086999E-09 -7.7787818314E-09  1.0095625165E-07  1.9946764102E-10  1.6694909970E+07 -6.3940691754E-09 -4.1960526316E+07  4.3045914744E-09  1.2535488579E-20 -3.1040118935E+04 -6.8400139701E+03 -1.8070384996E+04  6.8844076201E-09  6.3661098416E-09  1.0219868584E-07  1.9933236087E-10  1.7302011649E+07
 -2.2706416476E+06 -4.7629500236E+07 -2.7602378020E+06  1.1511720795E-20 -7.0826669216E+04 -8.5107130389E+03 -1.8217090591E+04  4.9249711732E-09 -8.8860281926E-09  6.5174575395E-08  2.0167539761E-10  1.7758679708E+07 -7.2636625832E-09 -4.7667157895E+07  4.8900159149E-09  1.1470634880E-20 -7.1863348443E+04 -1.4354265060E+04 -1.7627260510E+04  7.1846890598E-09  7.6523899309E-09  6.7634321758E-08  2.0077539496E-10  1.9956071966E+07
 -3.8863864489E+06 -5.3371688169E+07 -4.3629263492E+06  1.0507774907E-20 -1.3670443215E+05 -1.4092325939E+04 -1.5489935521E+04  4.4753609380E-09 -7.7249499297E-09  4.2910316148E-08  1.9334267239E-10  1.7904205869E+07 -8.1332559911E-09 -5.3373789474E+07  5.4754403554E-09  1.0479654297E-20 -1.3565020782E+05 -2.5935671877E+04 -1.3964677707E+04  7.5166472522E-09  8.8736329922E-09  4.6288171576E-08  1.9138290552E-10  2.3708849380E+07
